PAIR,CHANNEL_1,CHANNEL_2,SHOCK,HORIZON_MONTHS,MODEL_VARIANT,N_OBSERVATIONS,N_ETFS,N_DATES,INFERENCE_CLASS,FOCAL_CHANNEL,CONDITIONAL_ON,FOCAL_REGRESSOR,COVARIANCE_METHOD,DK_BANDWIDTH,CONDITION_NUMBER,PAIRWISE_ARCH_CORRELATION,MODEL_STATUS,COEFFICIENT,STANDARD_ERROR,T_STATISTIC,P_VALUE,CI_LOWER_95,CI_UPPER_95,HOLM_P_WITHIN_PROFILE,BH_Q_WITHIN_PROFILE
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,0,PRIMARY_ALIGNED,965,13,192,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,TRIPLE_A1,DATE_CLUSTERED,0,52.65163668266635,0.8363973321159234,RELIABLE_ESTIMATE,0.00014218183137645196,0.0016996410584016592,0.08365403428778051,0.9334191145900271,-0.003210295552568533,0.003494659215321437,1.0,0.9334191145900271
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,0,PRIMARY_ALIGNED,965,13,192,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,TRIPLE_A2,DATE_CLUSTERED,0,52.65163668266635,0.8363973321159234,RELIABLE_ESTIMATE,-0.0018794900116596376,0.0019140906217519204,-0.9819232121514635,0.32737982957478673,-0.005654961008035189,0.0018959809847159134,1.0,0.7670618054740382
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,1,PRIMARY_ALIGNED,952,13,191,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,TRIPLE_A1,DK_H1,1,52.53417502172502,0.8362182806172137,RELIABLE_ESTIMATE,-0.0011546166471331526,0.004053680258985112,-0.28483170190197116,0.7760833030380804,-0.009150615198803688,0.006841381904537382,1.0,0.840756911624587
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,1,PRIMARY_ALIGNED,952,13,191,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,TRIPLE_A2,DK_H1,1,52.53417502172502,0.8362182806172137,RELIABLE_ESTIMATE,-0.00503828336364316,0.0036387500198718967,-1.3846192610451802,0.1677927777132303,-0.012215820325098332,0.0021392535978120124,1.0,0.7670618054740382
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,2,PRIMARY_ALIGNED,939,13,190,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,TRIPLE_A1,DK_H2,2,52.824803340866325,0.8360351830014386,RELIABLE_ESTIMATE,-0.004840125953475666,0.005409875701186831,-0.894683394003642,0.3720943083872438,-0.015511620140177675,0.005831368233226344,1.0,0.4397478190031063
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,2,PRIMARY_ALIGNED,939,13,190,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,TRIPLE_A2,DK_H2,2,52.824803340866325,0.8360351830014386,RELIABLE_ESTIMATE,0.000737888789492491,0.004512442869532067,0.16352313166659746,0.8702812875194897,-0.00816333380966485,0.009639111388649833,1.0,0.8702812875194897
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,3,PRIMARY_ALIGNED,926,13,189,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,TRIPLE_A1,DK_H3,3,52.87782610402313,0.8358479120287355,RELIABLE_ESTIMATE,-0.007113935464233828,0.006359135842969919,-1.1186953133102742,0.2646975031924589,-0.019658365497445297,0.005430494568977641,1.0,0.34410675415019654
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,3,PRIMARY_ALIGNED,926,13,189,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,TRIPLE_A2,DK_H3,3,52.87782610402313,0.8358479120287355,RELIABLE_ESTIMATE,0.004094551713088674,0.007075726324954394,0.5786758171593168,0.56350055283064,-0.009863469629649103,0.018052573055826453,1.0,0.7722482495816468
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,4,PRIMARY_ALIGNED,913,13,188,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,TRIPLE_A1,DK_H4,4,52.88729428429296,0.8356563359921537,RELIABLE_ESTIMATE,-0.01167738854872446,0.007387939829816464,-1.5806014691127441,0.11565913267920123,-0.02625180672396114,0.0028970296265122195,0.8096139287544086,0.2147955321185166
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,4,PRIMARY_ALIGNED,913,13,188,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,TRIPLE_A2,DK_H4,4,52.88729428429296,0.8356563359921537,RELIABLE_ESTIMATE,0.00729010392108196,0.008886048001138331,0.8203988905020628,0.413033279870636,-0.010239678735124838,0.024819886577288758,1.0,0.7670618054740382
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,5,PRIMARY_ALIGNED,900,13,187,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,TRIPLE_A1,DK_H5,5,52.83647441482775,0.8354603186232462,RELIABLE_ESTIMATE,-0.021992965187265966,0.008952379096762164,-2.4566615141689243,0.014940768323709323,-0.039654219689888776,-0.004331710684643161,0.15673834547310284,0.048557497052055296
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,5,PRIMARY_ALIGNED,900,13,187,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,TRIPLE_A2,DK_H5,5,52.83647441482775,0.8354603186232462,RELIABLE_ESTIMATE,0.011050467788756124,0.01077843037205759,1.0252390568299976,0.30658190468060303,-0.010213220877931018,0.03231415645544326,1.0,0.7670618054740382
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,6,PRIMARY_ALIGNED,887,13,186,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,TRIPLE_A1,DK_H6,6,52.825464067608266,0.8352597190123197,RELIABLE_ESTIMATE,-0.02312871483178056,0.00934741550033418,-2.474343291036296,0.014248940497554803,-0.041569949947135754,-0.004687479716425368,0.15673834547310284,0.048557497052055296
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,6,PRIMARY_ALIGNED,887,13,186,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,TRIPLE_A2,DK_H6,6,52.825464067608266,0.8352597190123197,RELIABLE_ESTIMATE,0.010523475996299448,0.010865171290711007,0.9685513200603026,0.33403362330017194,-0.01091209390357775,0.031959045896176645,1.0,0.7670618054740382
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,7,PRIMARY_ALIGNED,874,13,185,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,TRIPLE_A1,DK_H7,7,52.84029213938807,0.835054391547564,RELIABLE_ESTIMATE,-0.024705896176191167,0.008314647863686946,-2.971370114673249,0.003360808682702663,-0.041110202042150226,-0.008301590310232112,0.04032970419243195,0.02184525643756731
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,7,PRIMARY_ALIGNED,874,13,185,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,TRIPLE_A2,DK_H7,7,52.84029213938807,0.835054391547564,RELIABLE_ESTIMATE,0.009480834134491899,0.01098794613532069,0.8628395168425345,0.38934893650441876,-0.012197730273472774,0.03115939854245657,1.0,0.7670618054740382
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,8,PRIMARY_ALIGNED,861,13,184,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,TRIPLE_A1,DK_H8,8,53.76054649679885,0.8348441858782685,RELIABLE_ESTIMATE,-0.023790684465992605,0.007722318594178593,-3.0807696128889344,0.002383330344031282,-0.03902691106478531,-0.008554457867199893,0.030983294472406667,0.02184525643756731
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,8,PRIMARY_ALIGNED,861,13,184,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,TRIPLE_A2,DK_H8,8,53.76054649679885,0.8348441858782685,RELIABLE_ESTIMATE,0.011502082116250692,0.008747228450500839,1.3149401757755759,0.19017539434695496,-0.005756303841006409,0.028760468073507794,1.0,0.7670618054740382
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,9,PRIMARY_ALIGNED,848,13,183,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,TRIPLE_A1,DK_H9,9,52.25414969610709,0.8346289469083383,RELIABLE_ESTIMATE,-0.015292481288182062,0.007473431809258682,-2.0462461795980422,0.04217046761492445,-0.030038190594086016,-0.0005467719822781075,0.37953420853432,0.10964321579880355
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,9,PRIMARY_ALIGNED,848,13,183,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,TRIPLE_A2,DK_H9,9,52.25414969610709,0.8346289469083383,RELIABLE_ESTIMATE,0.005616218133761567,0.007809032388318055,0.7191951389730646,0.47294311578412906,-0.009791659331029146,0.02102409559855228,1.0,0.7685325631492097
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,10,PRIMARY_ALIGNED,835,13,182,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,TRIPLE_A1,DK_H10,10,53.34868344411561,0.8344085148276721,RELIABLE_ESTIMATE,-0.010684778468632295,0.007201064064467213,-1.4837777268716512,0.13960716659600425,-0.024893608738475036,0.0035240518012104437,0.8376429995760255,0.2268616457185069
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,10,PRIMARY_ALIGNED,835,13,182,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,TRIPLE_A2,DK_H10,10,53.34868344411561,0.8344085148276721,RELIABLE_ESTIMATE,0.0022745990045646993,0.006194504859338392,0.3671962580085278,0.7139015904169803,-0.009948131881327982,0.014497329890457381,1.0,0.7733933896183953
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,11,PRIMARY_ALIGNED,822,13,181,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,TRIPLE_A1,DK_H11,11,54.31955021383716,0.8341827251905649,RELIABLE_ESTIMATE,-0.014255954320608076,0.008430374412701709,-1.6910226785573366,0.0925631971770597,-0.030891028961784767,0.0023791203205686152,0.7405055774164776,0.20055359388362934
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,11,PRIMARY_ALIGNED,822,13,181,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,TRIPLE_A2,DK_H11,11,54.31955021383716,0.8341827251905649,RELIABLE_ESTIMATE,0.0030430078714899704,0.005699084140059363,0.5339468231571457,0.5940371150628053,-0.008202600616953357,0.014288616359933299,1.0,0.7722482495816468
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,12,PRIMARY_ALIGNED,809,13,180,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,TRIPLE_A1,DK_H12,12,54.20101074875673,0.8339514090521493,RELIABLE_ESTIMATE,-0.013298226872518217,0.009439599877885514,-1.4087701856592931,0.1606378224252559,-0.03192544060483901,0.005328986859802581,0.8376429995760255,0.23203241016981407
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,12,PRIMARY_ALIGNED,809,13,180,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,TRIPLE_A2,DK_H12,12,54.20101074875673,0.8339514090521493,RELIABLE_ESTIMATE,0.0026883770452704354,0.006443423699172181,0.4172280406790298,0.6770115880507259,-0.01002646595284896,0.01540322004338983,1.0,0.7733933896183953
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_AND_VIX_STRESS,0,PRIMARY_ALIGNED,965,13,192,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,JOINT_A1,DATE_CLUSTERED,0,26.837741510681518,0.8363973321159234,RELIABLE_ESTIMATE,-0.009115980888169794,0.006053648320052681,-1.5058656212276407,0.13375366780948542,-0.02105657209889184,0.0028246103225522522,0.668768339047427,0.1704990488461738
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_AND_VIX_STRESS,0,PRIMARY_ALIGNED,965,13,192,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,JOINT_A2,DATE_CLUSTERED,0,26.837741510681518,0.8363973321159234,RELIABLE_ESTIMATE,-0.005914847726115277,0.005076487340919807,-1.1651457649539942,0.24541307051480002,-0.01592802604761402,0.004098330595383465,1.0,0.3544855462991556
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_AND_VIX_STRESS,1,PRIMARY_ALIGNED,952,13,191,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,JOINT_A1,DK_H1,1,26.870023069688198,0.8362182806172137,RELIABLE_ESTIMATE,-0.0041219330911179694,0.01276463089312478,-0.32291831433512924,0.7471121986178404,-0.02930052726065125,0.021056661078415313,0.7471121986178404,0.7471121986178404
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_AND_VIX_STRESS,1,PRIMARY_ALIGNED,952,13,191,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,JOINT_A2,DK_H1,1,26.870023069688198,0.8362182806172137,RELIABLE_ESTIMATE,-0.014390944120500983,0.010691289672186544,-1.3460437946919643,0.17989221844382897,-0.035479814300828576,0.006697926059826609,1.0,0.3544855462991556
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_AND_VIX_STRESS,2,PRIMARY_ALIGNED,939,13,190,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,JOINT_A1,DK_H2,2,26.90294419761172,0.8360351830014386,RELIABLE_ESTIMATE,-0.021258203792575443,0.014415610686850336,-1.4746655035548926,0.14196629397142807,-0.049694366495673006,0.007177958910522118,0.668768339047427,0.1704990488461738
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_AND_VIX_STRESS,2,PRIMARY_ALIGNED,939,13,190,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,JOINT_A2,DK_H2,2,26.90294419761172,0.8360351830014386,RELIABLE_ESTIMATE,0.01103302005634759,0.011970273590102613,0.9217015779380371,0.3578593021204524,-0.012579482722965541,0.03464552283566072,1.0,0.4229246297787165
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_AND_VIX_STRESS,3,PRIMARY_ALIGNED,926,13,189,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,JOINT_A1,DK_H3,3,26.92406625268235,0.8358479120287355,RELIABLE_ESTIMATE,-0.0271301725633356,0.016298694640453724,-1.6645610683445722,0.09766610471413553,-0.05928199941507371,0.005021654288402511,0.5859966282848132,0.15870742016047024
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_AND_VIX_STRESS,3,PRIMARY_ALIGNED,926,13,189,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,JOINT_A2,DK_H3,3,26.92406625268235,0.8358479120287355,RELIABLE_ESTIMATE,0.006204385422143608,0.016695650503818268,0.3716168723539508,0.7105966152714873,-0.02673050145177575,0.03913927229606297,1.0,0.7105966152714873
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_AND_VIX_STRESS,4,PRIMARY_ALIGNED,913,13,188,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,JOINT_A1,DK_H4,4,26.94720286162274,0.8356563359921537,RELIABLE_ESTIMATE,-0.03644419377350678,0.01963910080318263,-1.855695642012326,0.06507063811813911,-0.075186857396191,0.002298469849177448,0.5042385533494501,0.12084547079082979
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_AND_VIX_STRESS,4,PRIMARY_ALIGNED,913,13,188,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,JOINT_A2,DK_H4,4,26.94720286162274,0.8356563359921537,RELIABLE_ESTIMATE,0.013461802829664067,0.02010573919658007,0.6695502561753055,0.5039703912190459,-0.026201412833055354,0.05312501849238349,1.0,0.545967923820633
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_AND_VIX_STRESS,5,PRIMARY_ALIGNED,900,13,187,MAIN_INFERENCE_ELIGIBLE,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,JOINT_A1,DK_H5,5,26.979054486786346,0.8354603186232462,RELIABLE_ESTIMATE,-0.060640709932396494,0.019247280753890733,-3.150611803703144,0.001898991337470165,-0.09861174759777441,-0.022669672267018583,0.024686887387112146,0.024241708699465698
CAPACITY_VS_GROWTH,INTERNAL_FINANCIAL_CAPACITY,GROWTH_DURATION_EXPOSURE_FINAL,CPU_AND_VIX_STRESS,5,PRIMARY_ALIGNED,900,13,187,MAIN_INFERENCE_ELIGIBLE,GROWTH_DURATION_EXPOSURE_FINAL,INTERNAL_FINANCIAL_CAPACITY,JOINT_A2,DK_H5,5,26.979054486786346,0.8354603186232462,RELIABLE_ESTIMATE,0.01811937166578162,0.01793604170487491,1.0102213166050389,0.31370163501699183,-0.0172648534542226,0.05350359678578584,1.0,0.40781212552208934
